time_s,n_samples,mean_active_qty,q05_active_qty,q95_active_qty
0.36,100,8.88,7.0,10.0
0.362,100,8.87,7.0,10.0
0.364,100,8.86,7.0,10.0
0.366,100,8.86,7.0,10.0
0.368,100,8.85,7.0,10.0
0.37,100,8.85,7.0,10.0
0.372,100,8.85,7.0,10.0
0.374,100,8.85,7.0,10.0
0.376,100,8.85,7.0,10.0
0.378,100,8.85,7.0,10.0
0.38,100,8.85,7.0,10.0
0.382,100,8.85,7.0,10.0
0.384,100,8.84,7.0,10.0
0.386,100,8.84,7.0,10.0
0.388,100,8.84,7.0,10.0
0.39,100,8.84,7.0,10.0
0.392,100,8.84,7.0,10.0
0.394,100,8.84,7.0,10.0
0.396,100,8.84,7.0,10.0
0.398,100,8.84,7.0,10.0
0.4,100,8.84,7.0,10.0
0.402,100,1.29,0.0,10.0
0.404,100,1.29,0.0,10.0
0.406,100,1.29,0.0,10.0
0.40800000000000003,100,1.29,0.0,10.0
0.41000000000000003,100,1.29,0.0,10.0
0.41200000000000003,100,1.28,0.0,10.0
0.41400000000000003,100,1.28,0.0,10.0
0.41600000000000004,100,1.28,0.0,10.0
0.418,100,1.28,0.0,10.0
0.42,100,1.28,0.0,10.0
0.422,100,1.27,0.0,10.0
0.424,100,1.26,0.0,10.0
0.426,100,1.25,0.0,10.0
0.428,100,1.25,0.0,10.0
0.43,100,1.25,0.0,10.0
0.432,100,1.17,0.0,10.0
0.434,100,1.1,0.0,10.0
0.436,100,1.05,0.0,10.0
0.438,100,1.0,0.0,10.0
0.44,100,1.0,0.0,10.0
0.442,100,1.0,0.0,10.0
0.444,100,1.0,0.0,10.0
0.446,100,1.0,0.0,10.0
0.448,100,1.0,0.0,10.0
0.45,100,1.0,0.0,10.0
0.452,100,1.87,1.0,10.0
0.454,100,1.87,1.0,10.0
0.456,100,1.87,1.0,10.0
0.458,100,1.87,1.0,10.0
0.46,100,1.87,1.0,10.0
0.462,100,2.73,2.0,10.0
0.464,100,2.73,2.0,10.0
0.466,100,2.73,2.0,10.0
0.468,100,2.73,2.0,10.0
0.47000000000000003,100,2.73,2.0,10.0
0.47200000000000003,100,3.51,3.0,10.0
0.47400000000000003,100,3.51,3.0,10.0
0.47600000000000003,100,3.51,3.0,10.0
0.47800000000000004,100,3.51,3.0,10.0
0.48,100,3.51,3.0,10.0
0.482,100,4.39,4.0,10.0
0.484,100,4.39,4.0,10.0
0.486,100,4.4,4.0,10.0
0.488,100,4.41,4.0,10.0
0.49,100,4.41,4.0,10.0
0.492,100,5.29,5.0,10.0
0.494,100,5.29,5.0,10.0
0.496,100,5.3,5.0,10.0
0.498,100,5.31,5.0,10.0
0.5,100,5.31,5.0,10.0
0.502,100,6.19,6.0,10.0
0.504,100,6.19,6.0,10.0
0.506,100,6.2,6.0,10.0
0.508,100,6.2,6.0,10.0
0.51,100,6.2,6.0,10.0
0.512,100,7.08,7.0,10.0
0.514,100,7.08,7.0,10.0
0.516,100,7.09,7.0,10.0
0.518,100,7.01,6.8500000000000005,10.0
0.52,100,7.01,6.8500000000000005,10.0
0.522,100,7.9,7.8500000000000005,10.0
0.524,100,7.9,7.8500000000000005,10.0
0.526,100,7.91,7.8500000000000005,10.0
0.528,100,7.92,7.8500000000000005,10.0
0.53,100,7.92,7.8500000000000005,10.0
0.532,100,8.81,8.850000000000001,10.0
0.534,100,8.81,8.850000000000001,10.0
0.536,100,8.82,8.850000000000001,10.0
0.538,100,8.83,8.850000000000001,10.0
0.54,100,8.83,8.850000000000001,10.0
0.542,100,9.72,9.850000000000001,10.0
0.544,100,9.71,8.9,10.0
0.546,100,9.72,8.9,10.0
0.548,100,9.73,8.9,10.0
0.55,100,9.73,8.9,10.0
0.552,100,9.75,8.95,10.0
0.554,100,9.63,7.95,10.0
0.556,100,9.62,8.0,10.0
0.558,100,9.62,8.0,10.0
0.56,100,9.6,8.0,10.0
0.562,100,9.6,8.0,10.0
0.5640000000000001,100,9.5,8.0,10.0
0.5660000000000001,100,9.49,8.0,10.0
0.5680000000000001,100,9.51,8.0,10.0
0.5700000000000001,100,9.43,7.8500000000000005,10.0
0.5720000000000001,100,9.43,7.9,10.0
0.5740000000000001,100,9.4,7.9,10.0
0.5760000000000001,100,9.4,7.9,10.0
0.578,100,9.4,7.9,10.0
0.58,100,9.39,7.9,10.0
0.582,100,9.38,7.95,10.0
0.584,100,9.36,7.95,10.0
0.586,100,9.35,7.95,10.0
0.588,100,9.34,7.0,10.0
0.59,100,9.32,7.0,10.0
0.592,100,9.32,7.95,10.0
0.594,100,9.31,7.0,10.0
0.596,100,9.28,7.0,10.0
0.598,100,9.26,6.95,10.0
0.6,100,9.26,6.95,10.0
0.602,100,9.25,6.95,10.0
0.604,100,9.26,6.95,10.0
0.606,100,9.25,6.95,10.0
0.608,100,9.24,6.95,10.0
0.61,100,9.24,6.95,10.0
0.612,100,9.21,6.95,10.0
0.614,100,9.21,6.95,10.0
0.616,100,9.2,6.95,10.0
0.618,100,9.19,6.95,10.0
0.62,100,9.18,6.95,10.0
0.622,100,9.15,6.95,10.0
0.624,100,9.16,6.95,10.0
0.626,100,9.07,6.0,10.0
0.628,100,9.08,6.95,10.0
0.63,100,9.06,6.95,10.0
0.632,100,9.06,6.95,10.0
0.634,100,9.07,6.95,10.0
0.636,100,9.05,6.95,10.0
0.638,100,9.06,6.95,10.0
0.64,100,9.02,6.95,10.0
0.642,100,9.02,6.95,10.0
0.644,100,9.03,6.95,10.0
0.646,100,9.04,6.95,10.0
0.648,100,9.03,6.95,10.0
0.65,100,9.03,6.95,10.0
0.652,100,9.03,6.95,10.0
0.654,100,9.02,6.95,10.0
0.656,100,9.01,6.0,10.0
0.658,100,8.97,6.0,10.0
0.66,100,8.91,6.0,10.0
0.662,100,8.91,6.0,10.0
0.664,100,8.91,6.0,10.0
0.666,100,8.91,6.0,10.0
0.668,100,8.91,6.0,10.0
0.67,100,8.88,6.0,10.0
0.672,100,8.89,6.0,10.0
0.674,100,8.89,6.0,10.0
0.676,100,8.91,6.95,10.0
0.678,100,8.89,6.95,10.0
0.68,100,8.89,6.95,10.0
0.682,100,8.9,7.0,10.0
0.684,100,8.9,7.0,10.0
0.686,100,8.84,6.95,10.0
0.6880000000000001,100,8.79,6.0,10.0
0.6900000000000001,100,8.74,6.0,10.0
0.6920000000000001,100,8.75,6.0,10.0
0.6940000000000001,100,8.76,6.0,10.0
0.6960000000000001,100,8.78,6.0,10.0
0.6980000000000001,100,8.78,6.0,10.0
0.7000000000000001,100,8.78,6.0,10.0
0.7020000000000001,100,8.79,6.0,10.0
0.704,100,8.78,6.0,10.0
0.706,100,8.8,6.0,10.0
0.708,100,8.8,6.0,10.0
0.71,100,8.81,6.0,10.0
0.712,100,8.82,6.0,10.0
0.714,100,8.82,6.0,10.0
0.716,100,8.82,6.0,10.0
0.718,100,8.82,6.0,10.0
0.72,100,8.83,6.0,10.0
0.722,100,8.83,6.0,10.0
0.724,100,8.83,6.0,10.0
0.726,100,8.84,6.0,10.0
0.728,100,8.84,6.0,10.0
0.73,100,8.85,6.0,10.0
0.732,100,8.85,6.0,10.0
0.734,100,8.85,6.0,10.0
0.736,100,8.87,6.95,10.0
0.738,100,8.87,6.95,10.0
0.74,100,8.89,6.95,10.0
0.742,100,8.88,6.95,10.0
0.744,100,8.88,6.95,10.0
0.746,100,8.88,6.95,10.0
0.748,100,8.88,6.95,10.0
0.75,100,8.9,6.95,10.0
0.752,100,8.88,6.95,10.0
0.754,100,8.86,6.95,10.0
0.756,100,8.87,6.95,10.0
0.758,100,8.85,6.0,10.0
0.76,100,8.87,6.0,10.0
0.762,100,8.87,6.0,10.0
0.764,100,8.87,6.0,10.0
0.766,100,8.88,6.0,10.0
0.768,100,8.88,6.0,10.0
0.77,100,8.88,6.95,10.0
0.772,100,8.87,6.95,10.0
0.774,100,8.87,6.95,10.0
0.776,100,8.86,6.95,10.0
0.778,100,8.85,6.95,10.0
0.78,100,8.87,6.95,10.0
0.782,100,8.86,6.95,10.0
0.784,100,8.86,6.95,10.0
0.786,100,8.87,6.95,10.0
0.788,100,8.87,6.95,10.0
0.79,100,8.89,6.95,10.0
0.792,100,8.88,6.95,10.0
0.794,100,8.88,6.95,10.0
0.796,100,8.89,7.0,10.0
0.798,100,8.88,7.0,10.0
0.8,100,8.88,7.0,10.0
0.802,100,8.88,7.0,10.0
0.804,100,8.86,7.0,10.0
0.806,100,8.86,7.0,10.0
0.808,100,8.86,7.0,10.0
0.81,100,8.77,7.0,10.0
0.812,100,8.76,7.0,10.0
0.8140000000000001,100,8.76,7.0,10.0
0.8160000000000001,100,8.76,7.0,10.0
0.8180000000000001,100,8.75,7.0,10.0
0.8200000000000001,100,8.75,6.95,10.0
0.8220000000000001,100,8.75,6.95,10.0
0.8240000000000001,100,8.75,6.95,10.0
0.8260000000000001,100,8.76,6.95,10.0
0.8280000000000001,100,8.75,6.95,10.0
0.8300000000000001,100,8.75,6.95,10.0
0.8320000000000001,100,8.73,6.95,10.0
0.834,100,8.72,6.0,10.0
0.836,100,8.72,6.0,10.0
0.838,100,8.71,6.0,10.0
0.84,100,8.7,6.0,10.0
0.842,100,8.7,6.0,10.0
0.844,100,8.7,6.0,10.0
0.846,100,8.7,6.0,10.0
0.848,100,8.7,6.0,10.0
0.85,100,8.7,6.0,10.0
0.852,100,1.92,0.0,10.0
0.854,100,1.92,0.0,10.0
0.856,100,1.92,0.0,10.0
0.858,100,1.92,0.0,10.0
0.86,100,1.93,0.0,10.0
0.862,100,1.92,0.0,10.0
0.864,100,1.92,0.0,10.0
0.866,100,1.89,0.0,10.0
0.868,100,1.89,0.0,10.0
0.87,100,1.89,0.0,10.0
0.872,100,1.88,0.0,10.0
0.874,100,1.88,0.0,10.0
0.876,100,1.77,0.0,10.0
0.878,100,1.71,0.0,10.0
0.88,100,1.72,0.0,10.0
0.882,100,1.66,0.0,10.0
0.884,100,1.63,0.0,10.0
0.886,100,1.54,0.0,10.0
0.888,100,1.54,0.0,10.0
0.89,100,1.55,0.0,10.0
0.892,100,1.53,0.0,10.0
0.894,100,1.53,0.0,10.0
0.896,100,1.52,0.0,10.0
0.898,100,1.52,0.0,10.0
0.9,100,1.53,0.0,10.0
0.902,100,2.31,1.0,10.0
0.904,100,2.3,1.0,10.0
0.906,100,2.29,1.0,10.0
0.908,100,2.29,1.0,10.0
0.91,100,2.29,1.0,10.0
0.912,100,3.07,2.0,10.0
0.914,100,3.07,2.0,10.0
0.916,100,3.07,2.0,10.0
0.918,100,3.07,2.0,10.0
0.92,100,3.08,2.0,10.0
0.922,100,3.75,3.0,10.0
0.924,100,3.69,0.0,10.0
0.926,100,3.7,0.9500000000000002,10.0
0.928,100,3.7,1.0,10.0
0.93,100,3.71,1.0,10.0
0.932,100,4.41,0.9500000000000002,10.0
0.934,100,4.42,1.0,10.0
0.936,100,4.42,1.0,9.049999999999997
0.9380000000000001,100,4.34,1.0,9.049999999999997
0.9400000000000001,100,4.35,1.0,9.049999999999997
0.9420000000000001,100,5.13,1.0,9.049999999999997
0.9440000000000001,100,5.14,1.9500000000000002,9.049999999999997
0.9460000000000001,100,5.16,2.0,9.049999999999997
0.9480000000000001,100,5.17,2.0,9.049999999999997
0.9500000000000001,100,5.18,2.0,10.0
0.9520000000000001,100,5.9,2.0,9.049999999999997
0.9540000000000001,100,5.89,1.9000000000000004,9.049999999999997
0.9560000000000001,100,5.91,2.8500000000000005,9.049999999999997
0.9580000000000001,100,5.92,2.8500000000000005,9.049999999999997
0.96,100,5.92,2.8500000000000005,9.049999999999997
0.962,100,6.62,0.0,9.049999999999997
0.964,100,6.63,0.0,9.049999999999997
0.966,100,6.65,0.0,9.049999999999997
0.968,100,6.59,0.0,9.049999999999997
0.97,100,6.57,0.0,9.049999999999997
0.972,100,7.36,0.0,9.049999999999997
0.974,100,7.39,0.9500000000000002,9.049999999999997
0.976,100,7.41,0.9500000000000002,9.049999999999997
0.978,100,7.42,0.9500000000000002,9.049999999999997
0.98,100,7.42,0.9500000000000002,9.049999999999997
0.982,100,8.22,1.0,9.049999999999997
0.984,100,8.25,1.9500000000000002,9.049999999999997
0.986,100,8.26,1.9500000000000002,9.0
0.988,100,8.28,1.9500000000000002,9.0
0.99,100,8.28,1.9500000000000002,9.0
0.992,100,9.07,2.0,10.0
0.994,100,9.1,2.95,10.0
0.996,100,9.12,2.95,10.0
0.998,100,9.14,2.95,10.0
1.0,100,9.14,2.95,10.0
1.002,100,9.14,3.0,10.0
1.004,100,9.18,3.95,10.0
1.006,100,9.19,3.95,10.0
1.008,100,9.18,3.95,10.0
1.01,100,9.18,3.95,10.0
1.012,100,9.19,4.0,10.0
1.014,100,9.22,4.0,10.0
1.016,100,9.19,3.95,10.0
1.018,100,9.21,4.0,10.0
1.02,100,9.21,4.0,10.0
1.022,100,9.15,3.9000000000000004,10.0
1.024,100,9.18,3.95,10.0
1.026,100,9.19,3.95,10.0
1.028,100,9.2,4.9,10.0
1.03,100,9.21,4.9,10.0
1.032,100,9.2,4.9,10.0
1.034,100,9.23,4.95,10.0
1.036,100,9.2,4.95,10.0
1.038,100,9.19,5.9,10.0
1.04,100,9.18,5.9,10.0
1.042,100,9.17,5.9,10.0
1.044,100,9.2,5.95,10.0
1.046,100,9.2,5.95,10.0
1.048,100,9.18,6.9,10.0
1.05,100,9.17,6.9,10.0
1.052,100,9.19,6.9,10.0
1.054,100,9.2,6.95,10.0
1.056,100,9.19,6.95,10.0
1.058,100,9.2,6.95,10.0
1.06,100,9.21,6.95,10.0
1.062,100,9.2,6.95,10.0
1.064,100,9.21,7.0,10.0
1.066,100,9.2,7.0,10.0
1.068,100,9.2,7.0,10.0
1.07,100,9.21,7.0,10.0
1.072,100,9.21,7.0,10.0
1.074,100,9.2,7.0,10.0
1.076,100,9.09,7.0,10.0
1.078,100,9.08,7.0,10.0
1.08,100,9.07,7.0,10.0
1.082,100,9.09,7.0,10.0
1.084,100,9.1,7.0,10.0
1.086,100,9.09,7.0,10.0
1.088,100,9.08,7.0,10.0
1.09,100,9.09,7.0,10.0
1.092,100,9.1,7.0,10.0
1.094,100,9.09,6.95,10.0
1.096,100,9.08,6.95,10.0
1.098,100,9.08,6.95,10.0
1.1,100,9.09,6.95,10.0
1.102,100,9.11,6.95,10.0
1.104,100,9.11,6.95,10.0
1.106,100,9.11,6.95,10.0
1.108,100,9.09,6.95,10.0
1.11,100,8.99,5.95,10.0
1.112,100,9.0,5.95,10.0
1.114,100,9.0,5.95,10.0
1.116,100,9.01,6.0,10.0
1.118,100,9.0,6.0,10.0
1.12,100,9.0,6.0,10.0
1.122,100,9.0,6.0,10.0
1.124,100,9.0,6.0,10.0
1.1260000000000001,100,9.0,6.95,10.0
1.1280000000000001,100,8.99,6.95,10.0
1.1300000000000001,100,8.99,6.95,10.0
1.1320000000000001,100,9.0,7.0,10.0
1.1340000000000001,100,9.0,7.0,10.0
1.1360000000000001,100,8.91,6.95,10.0
1.1380000000000001,100,8.89,6.95,10.0
1.1400000000000001,100,8.8,5.95,10.0
1.1420000000000001,100,8.8,5.95,10.0
1.1440000000000001,100,8.79,5.95,10.0
1.1460000000000001,100,8.8,5.95,10.0
1.1480000000000001,100,8.8,5.95,10.0
1.1500000000000001,100,8.8,5.95,10.0
1.1520000000000001,100,8.81,5.95,10.0
1.154,100,8.79,5.95,10.0
1.156,100,8.8,5.95,10.0
1.158,100,8.8,5.95,10.0
1.16,100,8.8,5.95,10.0
1.162,100,8.81,5.95,10.0
1.164,100,8.8,5.95,10.0
1.166,100,8.73,5.0,10.0
1.168,100,8.72,5.0,10.0
1.17,100,8.73,5.0,10.0
1.172,100,8.73,5.0,10.0
1.174,100,8.73,5.0,10.0
1.176,100,8.74,5.95,10.0
1.178,100,8.7,5.0,10.0
1.18,100,8.66,4.9,10.0
1.182,100,8.66,4.9,10.0
1.184,100,8.65,4.9,10.0
1.186,100,8.66,4.9,10.0
1.188,100,8.65,4.9,10.0
1.19,100,8.66,4.95,10.0
1.192,100,8.65,4.95,10.0
1.194,100,8.65,4.95,10.0
1.196,100,8.67,4.95,10.0
1.198,100,8.67,4.95,10.0
1.2,100,8.69,5.0,10.0
1.202,100,8.68,5.0,10.0
1.204,100,8.68,5.0,10.0
1.206,100,8.69,5.0,10.0
1.208,100,8.69,5.0,10.0
1.21,100,8.71,5.95,10.0
1.212,100,8.69,5.95,10.0
1.214,100,8.69,5.95,10.0
1.216,100,8.72,5.95,10.0
1.218,100,8.72,5.95,10.0
1.22,100,8.74,5.95,10.0
1.222,100,8.73,5.95,10.0
1.224,100,8.73,5.95,10.0
1.226,100,8.73,5.95,10.0
1.228,100,8.71,5.95,10.0
1.23,100,8.72,5.95,10.0
1.232,100,8.72,5.95,10.0
1.234,100,8.71,5.95,10.0
1.236,100,8.71,6.0,10.0
1.238,100,8.65,5.95,10.0
1.24,100,8.68,6.0,10.0
1.242,100,8.68,6.0,10.0
1.244,100,8.68,6.0,10.0
1.246,100,8.7,6.0,10.0
1.248,100,8.7,6.0,10.0
1.25,100,8.73,6.95,10.0
1.252,100,8.73,6.95,10.0
1.254,100,8.73,6.95,10.0
1.256,100,8.75,6.95,10.0
1.258,100,8.75,6.95,10.0
1.26,100,8.7,5.95,10.0
1.262,100,8.69,5.95,10.0
1.264,100,8.69,5.95,10.0
1.266,100,8.71,6.0,10.0
1.268,100,8.71,6.0,10.0
1.27,100,8.73,6.0,10.0
1.272,100,8.73,6.0,10.0
1.274,100,8.73,6.0,10.0
1.276,100,8.72,6.95,10.0
1.278,100,8.7,6.95,10.0
1.28,100,8.71,6.95,10.0
1.282,100,8.7,6.95,10.0
1.284,100,8.7,6.95,10.0
1.286,100,8.7,6.95,10.0
1.288,100,8.7,6.95,10.0
1.29,100,8.7,7.0,10.0
1.292,100,8.7,7.0,10.0
1.294,100,8.7,7.0,10.0
1.296,100,8.7,7.0,10.0
1.298,100,8.71,7.0,10.0
1.3,100,8.72,7.0,10.0
1.302,100,7.32,3.0,10.0
1.304,100,1.99,0.0,10.0
1.306,100,2.0,0.0,10.0
1.308,100,2.01,0.0,10.0
1.31,100,2.02,0.0,10.0
1.312,100,2.03,0.0,10.0
1.314,100,2.03,0.0,10.0
1.316,100,2.02,0.0,10.0
1.318,100,2.03,0.0,10.0
1.32,100,2.04,0.0,10.0
1.322,100,2.05,0.0,10.0
1.324,100,2.05,0.0,10.0
1.326,100,1.89,0.0,10.0
1.328,100,1.79,0.0,10.0
1.33,100,1.79,0.0,10.0
1.332,100,1.8,0.0,10.0
1.334,100,1.69,0.0,10.0
1.336,100,1.6,0.0,10.0
1.338,100,1.61,0.0,10.0
1.34,100,1.61,0.0,10.0
1.342,100,1.62,0.0,10.0
1.344,100,1.62,0.0,10.0
1.346,100,1.62,0.0,10.0
1.348,100,1.63,0.0,10.0
1.35,100,1.63,0.0,10.0
1.352,100,1.64,0.0,10.0
1.354,100,1.64,0.0,10.0
1.356,100,1.64,0.0,10.0
1.358,100,1.65,0.0,10.0
1.36,100,1.65,0.0,10.0
1.362,100,1.66,0.0,10.0
1.364,100,1.66,0.0,10.0
1.366,100,1.66,0.0,10.0
1.368,100,1.67,0.0,10.0
1.37,100,1.67,0.0,10.0
1.372,100,1.68,0.0,10.0
1.374,100,1.58,0.0,10.0
1.3760000000000001,100,1.57,0.0,10.0
1.3780000000000001,100,1.58,0.0,10.0
1.3800000000000001,100,1.58,0.0,10.0
1.3820000000000001,100,1.49,0.0,10.0
1.3840000000000001,100,1.49,0.0,10.0
1.3860000000000001,100,1.49,0.0,10.0
1.3880000000000001,100,1.45,0.0,10.0
1.3900000000000001,100,1.42,0.0,10.0
1.3920000000000001,100,1.43,0.0,10.0
1.3940000000000001,100,1.43,0.0,10.0
1.3960000000000001,100,1.43,0.0,10.0
1.3980000000000001,100,1.43,0.0,10.0
1.4000000000000001,100,1.43,0.0,10.0
1.4020000000000001,100,1.44,0.0,10.0
1.4040000000000001,100,1.36,0.0,10.0
1.4060000000000001,100,1.36,0.0,10.0
1.408,100,1.35,0.0,10.0
1.41,100,1.35,0.0,10.0
1.412,100,1.25,0.0,10.0
1.414,100,1.25,0.0,10.0
1.416,100,1.25,0.0,10.0
1.418,100,1.25,0.0,10.0
1.42,100,1.15,0.0,10.0
1.422,100,1.12,0.0,10.0
1.424,100,1.07,0.0,10.0
1.426,100,1.06,0.0,10.0
1.428,100,1.06,0.0,10.0
1.43,100,1.06,0.0,10.0
1.432,100,1.06,0.0,10.0
1.434,100,1.06,0.0,10.0
1.436,100,1.06,0.0,10.0
1.438,100,1.06,0.0,10.0
1.44,100,1.06,0.0,10.0
1.442,100,1.06,0.0,10.0
1.444,100,1.06,0.0,10.0
1.446,100,1.06,0.0,10.0
1.448,100,1.06,0.0,10.0
1.45,100,1.05,0.0,10.0
1.452,100,1.05,0.0,10.0
1.454,100,1.04,0.0,10.0
1.456,100,1.04,0.0,10.0
1.458,100,1.04,0.0,10.0
1.46,100,1.04,0.0,10.0
1.462,100,1.04,0.0,10.0
