time_s,n_samples,mean_active_qty,q05_active_qty,q95_active_qty
1.464,100,1.04,0.0,10.0
1.466,100,0.97,0.0,10.0
1.468,100,0.97,0.0,10.0
1.47,100,0.97,0.0,10.0
1.472,100,0.89,0.0,8.099999999999994
1.474,100,0.87,0.0,8.099999999999994
1.476,100,0.87,0.0,8.099999999999994
1.478,100,0.87,0.0,8.099999999999994
1.48,100,0.87,0.0,8.099999999999994
1.482,100,0.87,0.0,8.099999999999994
1.484,100,0.87,0.0,8.099999999999994
1.486,100,0.87,0.0,8.099999999999994
1.488,100,0.87,0.0,8.099999999999994
1.49,100,0.87,0.0,8.099999999999994
1.492,100,0.86,0.0,8.049999999999997
1.494,100,0.86,0.0,8.049999999999997
1.496,100,0.86,0.0,8.049999999999997
1.498,100,0.85,0.0,8.0
1.5,100,0.84,0.0,8.0
1.502,100,0.84,0.0,8.0
1.504,100,0.84,0.0,8.0
1.506,100,0.84,0.0,8.0
1.508,100,0.84,0.0,8.0
1.51,100,0.84,0.0,8.0
1.512,100,0.84,0.0,8.0
1.514,100,0.84,0.0,8.0
1.516,100,0.84,0.0,8.0
1.518,100,0.84,0.0,8.0
1.52,100,0.84,0.0,8.0
1.522,100,0.84,0.0,8.0
1.524,100,0.84,0.0,8.0
1.526,100,0.84,0.0,8.0
1.528,100,0.77,0.0,8.0
1.53,100,0.77,0.0,8.0
1.532,100,0.77,0.0,8.0
1.534,100,0.77,0.0,8.0
1.536,100,0.77,0.0,8.0
1.538,100,0.77,0.0,8.0
1.54,100,0.77,0.0,8.0
1.542,100,0.77,0.0,8.0
1.544,100,0.77,0.0,8.0
1.546,100,0.77,0.0,8.0
1.548,100,0.77,0.0,8.0
1.55,100,0.77,0.0,8.0
1.552,100,0.77,0.0,8.0
1.554,100,0.77,0.0,8.0
1.556,100,0.77,0.0,8.0
1.558,100,0.77,0.0,8.0
1.56,100,0.73,0.0,8.0
1.562,100,0.7,0.0,8.0
1.564,100,0.7,0.0,8.0
1.566,100,0.7,0.0,8.0
1.568,100,0.7,0.0,8.0
1.57,100,0.7,0.0,8.0
1.572,100,0.7,0.0,8.0
1.574,100,0.7,0.0,8.0
1.576,100,0.7,0.0,8.0
1.578,100,0.7,0.0,8.0
1.58,100,0.7,0.0,8.0
1.582,100,0.7,0.0,8.0
1.584,100,0.7,0.0,8.0
1.586,100,0.66,0.0,7.049999999999997
1.588,100,0.59,0.0,7.049999999999997
1.59,100,0.55,0.0,7.049999999999997
1.592,100,0.52,0.0,7.049999999999997
1.594,100,0.51,0.0,7.049999999999997
1.596,100,0.51,0.0,7.049999999999997
1.598,100,0.42,0.0,0.3499999999999801
1.6,100,0.42,0.0,0.3499999999999801
1.602,100,0.42,0.0,0.3499999999999801
1.604,100,0.42,0.0,0.3499999999999801
1.606,100,0.42,0.0,0.3499999999999801
1.608,100,0.42,0.0,0.3499999999999801
1.61,100,0.42,0.0,0.3499999999999801
1.612,100,0.42,0.0,0.3499999999999801
1.614,100,0.42,0.0,0.3499999999999801
1.616,100,0.41,0.0,0.3499999999999801
1.618,100,0.34,0.0,0.0
1.62,100,0.34,0.0,0.0
1.622,100,0.34,0.0,0.0
1.624,100,0.34,0.0,0.0
1.6260000000000001,100,0.34,0.0,0.0
1.6280000000000001,100,0.34,0.0,0.0
1.6300000000000001,100,0.27,0.0,0.0
1.6320000000000001,100,0.27,0.0,0.0
1.6340000000000001,100,0.27,0.0,0.0
1.6360000000000001,100,0.27,0.0,0.0
1.6380000000000001,100,0.27,0.0,0.0
1.6400000000000001,100,0.27,0.0,0.0
1.6420000000000001,100,0.27,0.0,0.0
1.6440000000000001,100,0.27,0.0,0.0
1.6460000000000001,100,0.27,0.0,0.0
1.6480000000000001,100,0.27,0.0,0.0
1.6500000000000001,100,0.27,0.0,0.0
1.6520000000000001,100,0.27,0.0,0.0
1.6540000000000001,100,0.27,0.0,0.0
1.6560000000000001,100,0.27,0.0,0.0
1.6580000000000001,100,0.27,0.0,0.0
1.6600000000000001,100,0.27,0.0,0.0
1.6620000000000001,100,0.27,0.0,0.0
1.6640000000000001,100,0.27,0.0,0.0
1.666,100,0.27,0.0,0.0
1.668,100,0.27,0.0,0.0
1.67,100,0.27,0.0,0.0
1.672,100,0.27,0.0,0.0
1.674,100,0.27,0.0,0.0
1.676,100,0.27,0.0,0.0
1.678,100,0.27,0.0,0.0
1.68,100,0.27,0.0,0.0
1.682,100,0.27,0.0,0.0
1.684,100,0.27,0.0,0.0
1.686,100,0.27,0.0,0.0
1.688,100,0.19,0.0,0.0
1.69,100,0.19,0.0,0.0
1.692,100,0.19,0.0,0.0
1.694,100,0.19,0.0,0.0
1.696,100,0.19,0.0,0.0
1.698,100,0.19,0.0,0.0
1.7,100,0.19,0.0,0.0
1.702,100,0.19,0.0,0.0
1.704,100,0.19,0.0,0.0
1.706,100,0.19,0.0,0.0
1.708,100,0.19,0.0,0.0
1.71,100,0.19,0.0,0.0
1.712,100,0.1,0.0,0.0
1.714,100,0.1,0.0,0.0
1.716,100,0.1,0.0,0.0
1.718,100,0.1,0.0,0.0
1.72,100,0.1,0.0,0.0
1.722,100,0.1,0.0,0.0
1.724,100,0.1,0.0,0.0
1.726,100,0.1,0.0,0.0
1.728,100,0.1,0.0,0.0
1.73,100,0.1,0.0,0.0
1.732,100,0.1,0.0,0.0
1.734,100,0.1,0.0,0.0
1.736,100,0.1,0.0,0.0
1.738,100,0.1,0.0,0.0
1.74,100,0.1,0.0,0.0
1.742,100,0.1,0.0,0.0
1.744,100,0.1,0.0,0.0
1.746,100,0.1,0.0,0.0
1.748,100,0.1,0.0,0.0
1.75,100,0.1,0.0,0.0
1.752,100,0.1,0.0,0.0
1.754,100,0.1,0.0,0.0
1.756,100,0.1,0.0,0.0
1.758,100,0.1,0.0,0.0
1.76,100,0.1,0.0,0.0
1.762,100,0.1,0.0,0.0
1.764,100,0.1,0.0,0.0
1.766,100,0.1,0.0,0.0
1.768,100,0.1,0.0,0.0
1.77,100,0.1,0.0,0.0
1.772,100,0.1,0.0,0.0
1.774,100,0.1,0.0,0.0
1.776,100,0.1,0.0,0.0
1.778,100,0.1,0.0,0.0
1.78,100,0.1,0.0,0.0
1.782,100,0.1,0.0,0.0
1.784,100,0.1,0.0,0.0
1.786,100,0.1,0.0,0.0
1.788,100,0.1,0.0,0.0
1.79,100,0.1,0.0,0.0
1.792,100,0.1,0.0,0.0
1.794,100,0.1,0.0,0.0
1.796,100,0.1,0.0,0.0
1.798,100,0.1,0.0,0.0
1.8,100,0.1,0.0,0.0
1.802,100,0.1,0.0,0.0
1.804,100,0.1,0.0,0.0
1.806,100,0.1,0.0,0.0
1.808,100,0.1,0.0,0.0
1.81,100,0.1,0.0,0.0
1.812,100,0.1,0.0,0.0
1.814,100,0.1,0.0,0.0
1.816,100,0.1,0.0,0.0
1.818,100,0.1,0.0,0.0
1.82,100,0.1,0.0,0.0
1.822,100,0.1,0.0,0.0
1.824,100,0.1,0.0,0.0
1.826,100,0.1,0.0,0.0
1.828,100,0.1,0.0,0.0
1.83,100,0.1,0.0,0.0
1.832,100,0.1,0.0,0.0
1.834,100,0.1,0.0,0.0
1.836,100,0.1,0.0,0.0
1.838,100,0.1,0.0,0.0
1.84,100,0.1,0.0,0.0
1.842,100,0.1,0.0,0.0
1.844,100,0.1,0.0,0.0
1.846,100,0.1,0.0,0.0
1.848,100,0.1,0.0,0.0
1.85,100,0.1,0.0,0.0
1.852,100,0.1,0.0,0.0
1.854,100,0.1,0.0,0.0
1.856,100,0.1,0.0,0.0
1.858,100,0.1,0.0,0.0
1.86,100,0.1,0.0,0.0
1.862,100,0.1,0.0,0.0
1.864,100,0.1,0.0,0.0
1.866,100,0.1,0.0,0.0
1.868,100,0.1,0.0,0.0
1.87,100,0.1,0.0,0.0
1.872,100,0.1,0.0,0.0
1.874,100,0.1,0.0,0.0
1.8760000000000001,100,0.1,0.0,0.0
1.8780000000000001,100,0.1,0.0,0.0
1.8800000000000001,100,0.1,0.0,0.0
1.8820000000000001,100,0.1,0.0,0.0
1.8840000000000001,100,0.1,0.0,0.0
1.8860000000000001,100,0.1,0.0,0.0
1.8880000000000001,100,0.1,0.0,0.0
1.8900000000000001,100,0.1,0.0,0.0
1.8920000000000001,100,0.1,0.0,0.0
1.8940000000000001,100,0.1,0.0,0.0
1.8960000000000001,100,0.1,0.0,0.0
1.8980000000000001,100,0.1,0.0,0.0
1.9000000000000001,100,0.1,0.0,0.0
1.9020000000000001,100,0.1,0.0,0.0
1.9040000000000001,100,0.1,0.0,0.0
1.9060000000000001,100,0.1,0.0,0.0
1.9080000000000001,100,0.1,0.0,0.0
1.9100000000000001,100,0.1,0.0,0.0
1.9120000000000001,100,0.1,0.0,0.0
1.9140000000000001,100,0.1,0.0,0.0
1.9160000000000001,100,0.1,0.0,0.0
1.9180000000000001,100,0.1,0.0,0.0
1.92,100,0.1,0.0,0.0
1.922,100,0.1,0.0,0.0
1.924,100,0.1,0.0,0.0
1.926,100,0.1,0.0,0.0
1.928,100,0.1,0.0,0.0
1.93,100,0.1,0.0,0.0
1.932,100,0.1,0.0,0.0
1.934,100,0.1,0.0,0.0
1.936,100,0.1,0.0,0.0
1.938,100,0.1,0.0,0.0
1.94,100,0.1,0.0,0.0
1.942,100,0.1,0.0,0.0
1.944,100,0.1,0.0,0.0
1.946,100,0.1,0.0,0.0
1.948,100,0.1,0.0,0.0
1.95,100,0.1,0.0,0.0
1.952,100,0.1,0.0,0.0
1.954,100,0.1,0.0,0.0
1.956,100,0.1,0.0,0.0
1.958,100,0.1,0.0,0.0
1.96,100,0.1,0.0,0.0
1.962,100,0.1,0.0,0.0
1.964,100,0.1,0.0,0.0
1.966,100,0.1,0.0,0.0
1.968,100,0.1,0.0,0.0
1.97,100,0.1,0.0,0.0
1.972,100,0.1,0.0,0.0
1.974,100,0.1,0.0,0.0
1.976,100,0.1,0.0,0.0
1.978,100,0.1,0.0,0.0
1.98,100,0.1,0.0,0.0
1.982,100,0.1,0.0,0.0
1.984,100,0.1,0.0,0.0
1.986,100,0.1,0.0,0.0
1.988,100,0.1,0.0,0.0
1.99,100,0.1,0.0,0.0
1.992,100,0.1,0.0,0.0
1.994,100,0.1,0.0,0.0
1.996,100,0.1,0.0,0.0
1.998,100,0.1,0.0,0.0
2.0,100,0.1,0.0,0.0
2.0020000000000002,100,0.1,0.0,0.0
2.004,100,0.1,0.0,0.0
2.0060000000000002,100,0.1,0.0,0.0
2.008,100,0.1,0.0,0.0
2.0100000000000002,100,0.1,0.0,0.0
2.012,100,0.1,0.0,0.0
2.0140000000000002,100,0.1,0.0,0.0
2.016,100,0.1,0.0,0.0
2.0180000000000002,100,0.1,0.0,0.0
2.02,100,0.1,0.0,0.0
2.0220000000000002,100,0.1,0.0,0.0
2.024,100,0.1,0.0,0.0
2.0260000000000002,100,0.1,0.0,0.0
2.028,100,0.1,0.0,0.0
2.0300000000000002,100,0.1,0.0,0.0
2.032,100,0.1,0.0,0.0
2.0340000000000003,100,0.1,0.0,0.0
2.036,100,0.1,0.0,0.0
2.0380000000000003,100,0.1,0.0,0.0
2.04,100,0.1,0.0,0.0
2.0420000000000003,100,0.1,0.0,0.0
2.044,100,0.1,0.0,0.0
2.0460000000000003,100,0.1,0.0,0.0
2.048,100,0.1,0.0,0.0
2.05,100,0.1,0.0,0.0
2.052,100,0.1,0.0,0.0
2.054,100,0.09,0.0,0.0
2.056,100,0.09,0.0,0.0
2.058,100,0.09,0.0,0.0
2.06,100,0.09,0.0,0.0
2.062,100,0.09,0.0,0.0
2.064,100,0.0,0.0,0.0
2.066,100,0.0,0.0,0.0
2.068,100,0.0,0.0,0.0
2.07,100,0.0,0.0,0.0
2.072,100,0.0,0.0,0.0
2.074,100,0.0,0.0,0.0
2.076,100,0.0,0.0,0.0
2.078,100,0.0,0.0,0.0
2.08,100,0.0,0.0,0.0
2.082,100,0.0,0.0,0.0
2.084,100,0.0,0.0,0.0
2.086,100,0.0,0.0,0.0
2.088,100,0.0,0.0,0.0
2.09,100,0.0,0.0,0.0
2.092,100,0.0,0.0,0.0
2.094,100,0.0,0.0,0.0
2.096,100,0.0,0.0,0.0
2.098,100,0.0,0.0,0.0
2.1,100,0.0,0.0,0.0
2.102,100,0.0,0.0,0.0
2.104,100,0.0,0.0,0.0
2.106,100,0.0,0.0,0.0
2.108,100,0.0,0.0,0.0
2.11,100,0.0,0.0,0.0
2.112,100,0.0,0.0,0.0
2.114,100,0.0,0.0,0.0
2.116,100,0.0,0.0,0.0
2.118,100,0.0,0.0,0.0
2.12,100,0.0,0.0,0.0
2.122,100,0.0,0.0,0.0
2.124,100,0.0,0.0,0.0
2.126,100,0.0,0.0,0.0
2.128,100,0.0,0.0,0.0
2.13,100,0.0,0.0,0.0
2.132,100,0.0,0.0,0.0
2.134,100,0.0,0.0,0.0
2.136,100,0.0,0.0,0.0
2.138,100,0.0,0.0,0.0
2.14,100,0.0,0.0,0.0
2.142,100,0.0,0.0,0.0
2.144,100,0.0,0.0,0.0
2.146,100,0.0,0.0,0.0
2.148,100,0.0,0.0,0.0
2.15,100,0.0,0.0,0.0
2.152,100,0.0,0.0,0.0
2.154,100,0.0,0.0,0.0
2.156,100,0.0,0.0,0.0
2.158,100,0.0,0.0,0.0
2.16,100,0.0,0.0,0.0
2.162,100,0.0,0.0,0.0
2.164,100,0.0,0.0,0.0
2.166,100,0.0,0.0,0.0
2.168,100,0.0,0.0,0.0
2.17,100,0.0,0.0,0.0
2.172,100,0.0,0.0,0.0
2.174,100,0.0,0.0,0.0
2.176,100,0.0,0.0,0.0
2.178,100,0.0,0.0,0.0
2.18,100,0.0,0.0,0.0
2.182,100,0.0,0.0,0.0
2.184,100,0.0,0.0,0.0
2.186,100,0.0,0.0,0.0
2.188,100,0.0,0.0,0.0
2.19,100,0.0,0.0,0.0
2.192,100,0.0,0.0,0.0
2.194,100,0.0,0.0,0.0
2.196,100,0.0,0.0,0.0
2.198,100,0.0,0.0,0.0
2.2,100,0.0,0.0,0.0
2.202,100,0.0,0.0,0.0
2.204,100,0.0,0.0,0.0
2.206,100,0.0,0.0,0.0
2.208,100,0.0,0.0,0.0
2.21,100,0.0,0.0,0.0
2.212,100,0.0,0.0,0.0
2.214,100,0.0,0.0,0.0
2.216,100,0.0,0.0,0.0
2.218,100,0.0,0.0,0.0
2.22,100,0.0,0.0,0.0
2.222,100,0.0,0.0,0.0
2.224,100,0.0,0.0,0.0
2.226,100,0.0,0.0,0.0
2.228,100,0.0,0.0,0.0
2.23,100,0.0,0.0,0.0
2.232,100,0.0,0.0,0.0
2.234,100,0.0,0.0,0.0
2.236,100,0.0,0.0,0.0
2.238,100,0.0,0.0,0.0
2.24,100,0.0,0.0,0.0
2.242,100,0.0,0.0,0.0
2.244,100,0.0,0.0,0.0
2.246,100,0.0,0.0,0.0
2.248,100,0.0,0.0,0.0
2.25,100,0.0,0.0,0.0
2.2520000000000002,100,0.0,0.0,0.0
2.254,100,0.0,0.0,0.0
2.2560000000000002,100,0.0,0.0,0.0
2.258,100,0.0,0.0,0.0
2.2600000000000002,100,0.0,0.0,0.0
2.262,100,0.0,0.0,0.0
2.2640000000000002,100,0.0,0.0,0.0
2.266,100,0.0,0.0,0.0
2.2680000000000002,100,0.0,0.0,0.0
2.27,100,0.0,0.0,0.0
2.2720000000000002,100,0.0,0.0,0.0
2.274,100,0.0,0.0,0.0
2.2760000000000002,100,0.0,0.0,0.0
2.278,100,0.0,0.0,0.0
2.2800000000000002,100,0.0,0.0,0.0
2.282,100,0.0,0.0,0.0
2.2840000000000003,100,0.0,0.0,0.0
2.286,100,0.0,0.0,0.0
2.2880000000000003,100,0.0,0.0,0.0
2.29,100,0.0,0.0,0.0
2.2920000000000003,100,0.0,0.0,0.0
2.294,100,0.0,0.0,0.0
2.2960000000000003,100,0.0,0.0,0.0
2.298,100,0.0,0.0,0.0
2.3000000000000003,100,0.0,0.0,0.0
2.302,100,0.0,0.0,0.0
2.3040000000000003,100,0.0,0.0,0.0
2.306,100,0.0,0.0,0.0
2.308,100,0.0,0.0,0.0
2.31,100,0.0,0.0,0.0
2.312,100,0.0,0.0,0.0
2.314,100,0.0,0.0,0.0
2.316,100,0.0,0.0,0.0
2.318,100,0.0,0.0,0.0
2.32,100,0.0,0.0,0.0
2.322,100,0.0,0.0,0.0
2.324,100,0.0,0.0,0.0
2.326,100,0.0,0.0,0.0
2.328,100,0.0,0.0,0.0
2.33,100,0.0,0.0,0.0
2.332,100,0.0,0.0,0.0
2.334,100,0.0,0.0,0.0
2.336,100,0.0,0.0,0.0
2.338,100,0.0,0.0,0.0
2.34,100,0.0,0.0,0.0
2.342,100,0.0,0.0,0.0
2.344,100,0.0,0.0,0.0
2.346,100,0.0,0.0,0.0
2.348,100,0.0,0.0,0.0
2.35,100,0.0,0.0,0.0
2.352,100,0.0,0.0,0.0
2.354,100,0.0,0.0,0.0
2.356,100,0.0,0.0,0.0
2.358,100,0.0,0.0,0.0
2.36,100,0.0,0.0,0.0
2.362,100,0.0,0.0,0.0
2.364,100,0.0,0.0,0.0
2.366,100,0.0,0.0,0.0
2.368,100,0.0,0.0,0.0
2.37,100,0.0,0.0,0.0
2.372,100,0.0,0.0,0.0
2.374,100,0.0,0.0,0.0
2.376,100,0.0,0.0,0.0
2.378,100,0.0,0.0,0.0
2.38,100,0.0,0.0,0.0
2.382,100,0.0,0.0,0.0
2.384,100,0.0,0.0,0.0
2.386,100,0.0,0.0,0.0
2.388,100,0.0,0.0,0.0
2.39,100,0.0,0.0,0.0
2.392,100,0.0,0.0,0.0
2.394,100,0.0,0.0,0.0
2.396,100,0.0,0.0,0.0
2.398,100,0.0,0.0,0.0
2.4,100,0.0,0.0,0.0
2.402,100,0.0,0.0,0.0
2.404,100,0.0,0.0,0.0
2.406,100,0.0,0.0,0.0
2.408,100,0.0,0.0,0.0
2.41,100,0.0,0.0,0.0
2.412,100,0.0,0.0,0.0
2.414,100,0.0,0.0,0.0
2.416,100,0.0,0.0,0.0
2.418,100,0.0,0.0,0.0
2.42,100,0.0,0.0,0.0
2.422,100,0.0,0.0,0.0
2.424,100,0.0,0.0,0.0
2.426,100,0.0,0.0,0.0
2.428,100,0.0,0.0,0.0
2.43,100,0.0,0.0,0.0
2.432,100,0.0,0.0,0.0
2.434,100,0.0,0.0,0.0
2.436,100,0.0,0.0,0.0
2.438,100,0.0,0.0,0.0
2.44,100,0.0,0.0,0.0
2.442,100,0.0,0.0,0.0
2.444,100,0.0,0.0,0.0
2.446,100,0.0,0.0,0.0
2.448,100,0.0,0.0,0.0
2.45,100,0.0,0.0,0.0
2.452,100,0.0,0.0,0.0
2.454,100,0.0,0.0,0.0
2.456,100,0.0,0.0,0.0
2.458,100,0.0,0.0,0.0
2.46,100,0.0,0.0,0.0
2.462,100,0.0,0.0,0.0
2.464,100,0.0,0.0,0.0
2.466,100,0.0,0.0,0.0
2.468,100,0.0,0.0,0.0
2.47,100,0.0,0.0,0.0
2.472,100,0.0,0.0,0.0
2.474,100,0.0,0.0,0.0
2.476,100,0.0,0.0,0.0
2.478,100,0.0,0.0,0.0
2.48,100,0.0,0.0,0.0
2.482,100,0.0,0.0,0.0
2.484,100,0.0,0.0,0.0
2.486,100,0.0,0.0,0.0
2.488,100,0.0,0.0,0.0
2.49,100,0.0,0.0,0.0
2.492,100,0.0,0.0,0.0
2.494,100,0.0,0.0,0.0
2.496,100,0.0,0.0,0.0
2.498,100,0.0,0.0,0.0
2.5,100,0.0,0.0,0.0
2.5020000000000002,100,0.0,0.0,0.0
2.504,100,0.0,0.0,0.0
2.5060000000000002,100,0.0,0.0,0.0
2.508,100,0.0,0.0,0.0
2.5100000000000002,100,0.0,0.0,0.0
2.512,100,0.0,0.0,0.0
2.5140000000000002,100,0.0,0.0,0.0
2.516,100,0.0,0.0,0.0
2.5180000000000002,100,0.0,0.0,0.0
2.52,100,0.0,0.0,0.0
2.5220000000000002,100,0.0,0.0,0.0
2.524,100,0.0,0.0,0.0
2.5260000000000002,100,0.0,0.0,0.0
2.528,100,0.0,0.0,0.0
2.5300000000000002,100,0.0,0.0,0.0
2.532,100,0.0,0.0,0.0
2.5340000000000003,100,0.0,0.0,0.0
2.536,100,0.0,0.0,0.0
2.5380000000000003,100,0.0,0.0,0.0
2.54,100,0.0,0.0,0.0
2.5420000000000003,100,0.0,0.0,0.0
2.544,100,0.0,0.0,0.0
2.5460000000000003,100,0.0,0.0,0.0
2.548,100,0.0,0.0,0.0
2.5500000000000003,100,0.0,0.0,0.0
2.552,100,0.0,0.0,0.0
2.5540000000000003,100,0.0,0.0,0.0
2.556,100,0.0,0.0,0.0
2.5580000000000003,100,0.0,0.0,0.0
2.56,100,0.0,0.0,0.0
2.562,100,0.0,0.0,0.0
2.564,100,0.0,0.0,0.0
2.566,100,0.0,0.0,0.0
2.568,100,0.0,0.0,0.0
2.57,100,0.0,0.0,0.0
2.572,100,0.0,0.0,0.0
2.574,100,0.0,0.0,0.0
2.576,100,0.0,0.0,0.0
2.578,100,0.0,0.0,0.0
2.58,100,0.0,0.0,0.0
2.582,100,0.0,0.0,0.0
2.584,100,0.0,0.0,0.0
2.586,100,0.0,0.0,0.0
2.588,100,0.0,0.0,0.0
2.59,100,0.0,0.0,0.0
2.592,100,0.0,0.0,0.0
2.594,100,0.0,0.0,0.0
2.596,100,0.0,0.0,0.0
2.598,100,0.0,0.0,0.0
2.6,100,0.0,0.0,0.0
2.602,100,0.0,0.0,0.0
2.604,100,0.0,0.0,0.0
2.606,100,0.0,0.0,0.0
2.608,100,0.0,0.0,0.0
2.61,100,0.0,0.0,0.0
2.612,100,0.0,0.0,0.0
2.614,100,0.0,0.0,0.0
2.616,100,0.0,0.0,0.0
2.618,100,0.0,0.0,0.0
2.62,100,0.0,0.0,0.0
2.622,100,0.0,0.0,0.0
2.624,100,0.0,0.0,0.0
2.626,100,0.0,0.0,0.0
2.628,100,0.0,0.0,0.0
2.63,100,0.0,0.0,0.0
2.632,100,0.0,0.0,0.0
2.634,100,0.0,0.0,0.0
2.636,100,0.0,0.0,0.0
2.638,100,0.0,0.0,0.0
2.64,100,0.0,0.0,0.0
2.642,100,0.0,0.0,0.0
2.644,100,0.0,0.0,0.0
2.646,100,0.0,0.0,0.0
2.648,100,0.0,0.0,0.0
2.65,100,0.0,0.0,0.0
2.652,100,0.0,0.0,0.0
2.654,100,0.0,0.0,0.0
2.656,100,0.0,0.0,0.0
2.658,100,0.0,0.0,0.0
2.66,100,0.0,0.0,0.0
2.662,100,0.0,0.0,0.0
2.664,100,0.0,0.0,0.0
2.666,100,0.0,0.0,0.0
2.668,100,0.0,0.0,0.0
2.67,100,0.0,0.0,0.0
2.672,100,0.0,0.0,0.0
2.674,100,0.0,0.0,0.0
2.676,100,0.0,0.0,0.0
2.678,100,0.0,0.0,0.0
2.68,100,0.0,0.0,0.0
2.682,100,0.0,0.0,0.0
2.684,100,0.0,0.0,0.0
2.686,100,0.0,0.0,0.0
2.688,100,0.0,0.0,0.0
2.69,100,0.0,0.0,0.0
2.692,100,0.0,0.0,0.0
2.694,100,0.0,0.0,0.0
2.696,100,0.0,0.0,0.0
2.698,100,0.0,0.0,0.0
2.7,100,0.0,0.0,0.0
2.702,100,0.0,0.0,0.0
2.704,100,0.0,0.0,0.0
2.706,100,0.0,0.0,0.0
2.708,100,0.0,0.0,0.0
2.71,100,0.0,0.0,0.0
2.712,100,0.0,0.0,0.0
2.714,100,0.0,0.0,0.0
2.716,100,0.0,0.0,0.0
2.718,100,0.0,0.0,0.0
2.72,100,0.0,0.0,0.0
2.722,100,0.0,0.0,0.0
2.724,100,0.0,0.0,0.0
2.726,100,0.0,0.0,0.0
2.728,100,0.0,0.0,0.0
2.73,100,0.0,0.0,0.0
2.732,100,0.0,0.0,0.0
2.734,100,0.0,0.0,0.0
2.736,100,0.0,0.0,0.0
2.738,100,0.0,0.0,0.0
2.74,100,0.0,0.0,0.0
2.742,100,0.0,0.0,0.0
2.744,100,0.0,0.0,0.0
2.746,100,0.0,0.0,0.0
2.748,100,0.0,0.0,0.0
2.75,100,0.0,0.0,0.0
2.7520000000000002,100,0.0,0.0,0.0
2.754,100,0.0,0.0,0.0
2.7560000000000002,100,0.0,0.0,0.0
2.758,100,0.0,0.0,0.0
2.7600000000000002,100,0.0,0.0,0.0
2.762,100,0.0,0.0,0.0
2.7640000000000002,100,0.0,0.0,0.0
2.766,100,0.0,0.0,0.0
2.7680000000000002,100,0.0,0.0,0.0
2.77,100,0.0,0.0,0.0
2.7720000000000002,100,0.0,0.0,0.0
2.774,100,0.0,0.0,0.0
2.7760000000000002,100,0.0,0.0,0.0
2.778,100,0.0,0.0,0.0
2.7800000000000002,100,0.0,0.0,0.0
2.782,100,0.0,0.0,0.0
2.7840000000000003,100,0.0,0.0,0.0
2.786,100,0.0,0.0,0.0
2.7880000000000003,100,0.0,0.0,0.0
2.79,100,0.0,0.0,0.0
2.7920000000000003,100,0.0,0.0,0.0
2.794,100,0.0,0.0,0.0
2.7960000000000003,100,0.0,0.0,0.0
2.798,100,0.0,0.0,0.0
2.8000000000000003,100,0.0,0.0,0.0
2.802,100,0.0,0.0,0.0
2.8040000000000003,100,0.0,0.0,0.0
2.806,100,0.0,0.0,0.0
2.8080000000000003,100,0.0,0.0,0.0
2.81,100,0.0,0.0,0.0
2.8120000000000003,100,0.0,0.0,0.0
2.814,100,0.0,0.0,0.0
2.816,100,0.0,0.0,0.0
2.818,100,0.0,0.0,0.0
2.82,100,0.0,0.0,0.0
2.822,100,0.0,0.0,0.0
2.824,100,0.0,0.0,0.0
2.826,100,0.0,0.0,0.0
2.828,100,0.0,0.0,0.0
2.83,100,0.0,0.0,0.0
2.832,100,0.0,0.0,0.0
2.834,100,0.0,0.0,0.0
2.836,100,0.0,0.0,0.0
2.838,100,0.0,0.0,0.0
2.84,100,0.0,0.0,0.0
2.842,100,0.0,0.0,0.0
2.844,100,0.0,0.0,0.0
2.846,100,0.0,0.0,0.0
2.848,100,0.0,0.0,0.0
2.85,100,0.0,0.0,0.0
2.852,100,0.0,0.0,0.0
2.854,100,0.0,0.0,0.0
2.856,100,0.0,0.0,0.0
2.858,100,0.0,0.0,0.0
2.86,100,0.0,0.0,0.0
2.862,100,0.0,0.0,0.0
2.864,100,0.0,0.0,0.0
2.866,100,0.0,0.0,0.0
2.868,100,0.0,0.0,0.0
2.87,100,0.0,0.0,0.0
2.872,100,0.0,0.0,0.0
2.874,100,0.0,0.0,0.0
2.876,100,0.0,0.0,0.0
2.878,100,0.0,0.0,0.0
2.88,100,0.0,0.0,0.0
2.882,100,0.0,0.0,0.0
2.884,100,0.0,0.0,0.0
2.886,100,0.0,0.0,0.0
2.888,100,0.0,0.0,0.0
2.89,100,0.0,0.0,0.0
2.892,100,0.0,0.0,0.0
2.894,100,0.0,0.0,0.0
2.896,100,0.0,0.0,0.0
2.898,100,0.0,0.0,0.0
2.9,100,0.0,0.0,0.0
2.902,100,0.0,0.0,0.0
2.904,100,0.0,0.0,0.0
2.906,100,0.0,0.0,0.0
2.908,100,0.0,0.0,0.0
2.91,100,0.0,0.0,0.0
2.912,100,0.0,0.0,0.0
2.914,100,0.0,0.0,0.0
2.916,100,0.0,0.0,0.0
2.918,100,0.0,0.0,0.0
2.92,100,0.0,0.0,0.0
2.922,100,0.0,0.0,0.0
2.924,100,0.0,0.0,0.0
2.926,100,0.0,0.0,0.0
2.928,100,0.0,0.0,0.0
2.93,100,0.0,0.0,0.0
2.932,100,0.0,0.0,0.0
2.934,100,0.0,0.0,0.0
2.936,100,0.0,0.0,0.0
2.938,100,0.0,0.0,0.0
2.94,100,0.0,0.0,0.0
2.942,100,0.0,0.0,0.0
2.944,100,0.0,0.0,0.0
