episode_id,policy_path_id,window_start,cycle_id,order_id,order_slot,post_time_s,qty,time_s,event_kind,displacement_delta
0,2,2025-05-29 10:30:00.006003-04:00,2,29,9,1.156067493863399,1,1.4670230766152172,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.0,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,0,0,0.0,1,0.23509498406801435,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.01,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,1,1,0.01,1,0.23796784919351652,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.02,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,2,2,0.02,1,0.251020161027045,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.03,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,3,3,0.03,1,0.40004635096854657,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.04,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,4,4,0.04,1,0.4001506596648678,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.05,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,5,5,0.05,1,0.4002413880180563,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.06,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,6,6,0.06,1,0.4003218085274268,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.07,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,7,7,0.07,1,0.4003734875946698,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.08,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,8,8,0.08,1,0.4004039617496943,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.09,post,1
0,3,2025-05-29 10:30:00.006003-04:00,0,9,9,0.09,1,0.4007017464249414,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,10,0,0.4507017464249414,1,0.4507017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,10,0,0.4507017464249414,1,0.9590371305581717,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,11,1,0.4607017464249414,1,0.4607017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,11,1,0.4607017464249414,1,0.9680631329009398,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4707017464249414,1,0.4707017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,12,2,0.4707017464249414,1,0.9751577129706525,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,13,3,0.48070174642494135,1,0.48070174642494135,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,13,3,0.48070174642494135,1,0.9853884404425319,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49070174642494135,1,0.49070174642494135,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,14,4,0.49070174642494135,1,0.9854053806414584,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5007017464249414,1,0.5007017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,15,5,0.5007017464249414,1,0.9854328203041942,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5107017464249414,1,0.5107017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,16,6,0.5107017464249414,1,0.9855008747649618,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5207017464249414,1,0.5207017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,17,7,0.5207017464249414,1,0.9857562372402171,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5307017464249414,1,0.5307017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,18,8,0.5307017464249414,1,0.9859338919619784,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5407017464249414,1,0.5407017464249414,post,1
0,3,2025-05-29 10:30:00.006003-04:00,1,19,9,0.5407017464249414,1,0.9860084276798787,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,20,0,1.0360084276798787,1,1.0360084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,20,0,1.0360084276798787,1,1.3569525117098633,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,21,1,1.0460084276798787,1,1.0460084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,21,1,1.0460084276798787,1,1.3602654932590659,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,22,2,1.0560084276798787,1,1.0560084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,22,2,1.0560084276798787,1,1.3638770129804048,fill,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,23,3,1.0660084276798787,1,1.0660084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,23,3,1.0660084276798787,1,1.436082696175455,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,24,4,1.0760084276798787,1,1.0760084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,24,4,1.0760084276798787,1,1.4361288646319632,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,25,5,1.0860084276798787,1,1.0860084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,25,5,1.0860084276798787,1,1.4363857556626705,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,26,6,1.0960084276798787,1,1.0960084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,26,6,1.0960084276798787,1,1.4364196445297284,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,27,7,1.1060084276798787,1,1.1060084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,27,7,1.1060084276798787,1,1.4364259110360167,cancel,-1
0,3,2025-05-29 10:30:00.006003-04:00,2,28,8,1.1160084276798787,1,1.1160084276798787,post,1
0,3,2025-05-29 10:30:00.006003-04:00,2,28,8,1.1160084276798787,1,1.4365709491154348,cancel,-1
